Symbol,Name,Country,Sector,Industry,exchange
HCC,Warrior Met Coal Inc. Common Stock,United States,,,NYSE
HCI,HCI Group Inc. Common Stock,United States,Finance,Property-Casualty Insurers,NYSE
HD,Home Depot Inc. (The) Common Stock,United States,Consumer Services,RETAIL: Building Materials,NYSE
HDB,HDFC Bank Limited Common Stock,India,Finance,Commercial Banks,NYSE
HE,Hawaiian Electric Industries Inc. Common Stock,United States,,,NYSE
HEI,Heico Corporation Common Stock,United States,Capital Goods,Military/Government/Technical,NYSE
HEP,Holly Energy Partners L.P. Common Stock,United States,,,NYSE
HES,Hess Corporation Common Stock,United States,Energy,Oil & Gas Production,NYSE
HESM,Hess Midstream LP Class A Share,United States,Energy,Oilfield Services/Equipment,NYSE
HFC,HollyFrontier Corporation Common Stock,United States,Energy,Integrated oil Companies,NYSE
HFRO,Highland Income Fund,,Finance,Finance/Investors Services,NYSE
HGV,Hilton Grand Vacations Inc. Common Stock ,,Consumer Services,Hotels/Resorts,NYSE
HHC,Howard Hughes Corporation (The) Common Stock,United States,Consumer Services,Real Estate Investment Trusts,NYSE
HHLA,HH&L Acquisition Co. Class A Ordinary Shares,,Finance,Business Services,NYSE
HI,Hillenbrand Inc Common Stock,United States,Miscellaneous,Consumer Specialties,NYSE
HIG,Hartford Financial Services Group Inc. (The) Common Stock,United States,Finance,Property-Casualty Insurers,NYSE
HIGA,H.I.G. Acquisition Corp. Class A Ordinary Shares,United States,Finance,Business Services,NYSE
HII,Huntington Ingalls Industries Inc. Common Stock,United States,Capital Goods,Metal Fabrications,NYSE
HIMS,Hims & Hers Health Inc. Class A Common Stock,,Consumer Non-Durables,Package Goods/Cosmetics,NYSE
HIO,Western Asset High Income Opportunity Fund Inc. Common Stock,United States,Finance,Finance/Investors Services,NYSE
HIPO,Hippo Holdings Inc. Common Stock,United States,,,NYSE
HIW,Highwoods Properties Inc. Common Stock,United States,Consumer Services,Real Estate Investment Trusts,NYSE
HIX,Western Asset High Income Fund II Inc. Common Stock,United States,Finance,Finance/Investors Services,NYSE
HKIB,AMTD International Inc. American Depositary Shares each representing one Class A Ordinary Share,,Finance,Finance: Consumer Services,NYSE
HL,Hecla Mining Company Common Stock,United States,Basic Industries,Precious Metals,NYSE
HLF,Herbalife Nutrition Ltd. Common Stock,Cayman Islands,Health Care,Other Pharmaceuticals,NYSE
HLI,Houlihan Lokey Inc. Class A Common Stock,United States,Finance,Investment Managers,NYSE
HLIO,Helios Technologies Inc. Common Stock,United States,Capital Goods,Fluid Controls,NYSE
HLLY,Holley Inc. Common Stock,United States,Capital Goods,Auto Parts:O.E.M.,NYSE
HLT,Hilton Worldwide Holdings Inc. Common Stock ,,Consumer Services,Hotels/Resorts,NYSE
HLX,Helix Energy Solutions Group Inc. Common Stock,United States,Energy,Oilfield Services/Equipment,NYSE
HMC,Honda Motor Company Ltd. Common Stock,Japan,Capital Goods,Auto Manufacturing,NYSE
HMN,Horace Mann Educators Corporation Common Stock,United States,Finance,Property-Casualty Insurers,NYSE
HMY,Harmony Gold Mining Company Limited,South Africa,Basic Industries,Precious Metals,NYSE
HNGR,Hanger Inc. Common Stock,United States,Health Care,Medical Specialities,NYSE
HNI,HNI Corporation Common Stock,United States,Consumer Durables,Office Equipment/Supplies/Services,NYSE
HNP,Huaneng Power Intl Common Stock,China,Public Utilities,Electric Utilities: Central,NYSE
HOG,Harley-Davidson Inc. Common Stock,United States,Consumer Non-Durables,Motor Vehicles,NYSE
HOV,Hovnanian Enterprises Inc. Class A Common Stock,United States,Capital Goods,Homebuilding,NYSE
HP,Helmerich & Payne Inc. Common Stock,United States,Energy,Oil & Gas Production,NYSE
HPE,Hewlett Packard Enterprise Company Common Stock,United States,Capital Goods,Telecommunications Equipment,NYSE
HPF,John Hancock Pfd Income Fund II Pfd Income Fund II,United States,Finance,Finance Companies,NYSE
HPI,John Hancock Preferred Income Fund Common Shares of Beneficial Interest,United States,Finance,Trusts Except Educational Religious and Charitable,NYSE
HPP,Hudson Pacific Properties Inc. Common Stock,United States,Consumer Services,Real Estate Investment Trusts,NYSE
HPQ,HP Inc. Common Stock,United States,Technology,Computer Manufacturing,NYSE
HPS,John Hancock Preferred Income Fund III Preferred Income Fund III,United States,Finance,Investment Managers,NYSE
HPX,HPX Corp. Class A Ordinary Shares,United States,Finance,Business Services,NYSE
HQH,Tekla Healthcare Investors Common Stock,United States,Finance,Finance Companies,NYSE
HQL,TeklaLife Sciences Investors Common Stock,United States,Finance,Investment Managers,NYSE
HR,Healthcare Realty Trust Incorporated Common Stock,United States,Consumer Services,Real Estate Investment Trusts,NYSE
HRB,H&R Block Inc. Common Stock,United States,Miscellaneous,Other Consumer Services,NYSE
HRC,Hill-Rom Holdings Inc Common Stock,United States,Health Care,Medical/Dental Instruments,NYSE
HRI,Herc Holdings Inc. Common Stock ,,Technology,Diversified Commercial Services,NYSE
HRL,Hormel Foods Corporation Common Stock,United States,Consumer Non-Durables,Meat/Poultry/Fish,NYSE
HRT,HireRight Holdings Corporation Common Stock,,,,NYSE
HSBC,HSBC Holdings plc. Common Stock,United Kingdom,Finance,Savings Institutions,NYSE
HSC,Harsco Corporation Common Stock,United States,Capital Goods,Office Equipment/Supplies/Services,NYSE
HSY,The Hershey Company Common Stock,United States,Consumer Non-Durables,Specialty Foods,NYSE
HT,Hersha Hospitality Trust Class A Common Shares of Beneficial Interest,United States,Consumer Services,Real Estate Investment Trusts,NYSE
HTA,Healthcare Trust of America Inc. Class A Common Stock,United States,Consumer Services,Real Estate Investment Trusts,NYSE
HTD,John Hancock Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,United States,Finance,Finance Companies,NYSE
HTGC,Hercules Capital Inc. Common Stock,United States,Finance,Finance Companies,NYSE
HTH,Hilltop Holdings Inc.,United States,Finance,Major Banks,NYSE
HTPA,Highland Transcend Partners I Corp. Class A Ordinary Shares,,Finance,Business Services,NYSE
HUBB,Hubbell Inc Common Stock,United States,Capital Goods,Industrial Machinery/Components,NYSE
HUBS,HubSpot Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software,NYSE
HUGS,USHG Acquisition Corp. Class A Common Stock,,,,NYSE
HUM,Humana Inc. Common Stock,United States,Health Care,Medical Specialities,NYSE
HUN,Huntsman Corporation Common Stock,United States,Basic Industries,Major Chemicals,NYSE
HUYA,HUYA Inc. American depositary shares each  representing one Class A ordinary share,United States,Consumer Services,Broadcasting,NYSE
HVT,Haverty Furniture Companies Inc. Common Stock,United States,Consumer Services,Other Specialty Stores,NYSE
HWM,Howmet Aerospace Inc. Common Stock,United States,Capital Goods,Industrial Machinery/Components,NYSE
HXL,Hexcel Corporation Common Stock,United States,Capital Goods,Industrial Machinery/Components,NYSE
HY,Hyster-Yale Materials Handling Inc. Class A Common Stock,United States,Capital Goods,Construction/Ag Equipment/Trucks,NYSE
HYI,Western Asset High Yield Defined Opportunity Fund Inc. Common Stock,,Finance,Investment Managers,NYSE
HYLN,Hyliion Holdings Corp. Class A Common Stock,,Capital Goods,Auto Parts:O.E.M.,NYSE
HYT,Blackrock Corporate High Yield Fund Inc. Common Stock,United States,Finance,Finance Companies,NYSE
HZO,MarineMax Inc.  (FL) Common Stock,United States,Consumer Services,Other Specialty Stores,NYSE
HZON,Horizon Acquisition Corporation II Class A Ordinary Shares,United States,Finance,Business Services,NYSE
IAA,IAA Inc. Common Stock ,,Miscellaneous,Business Services,NYSE
IACB,ION Acquisition Corp 2 Ltd. Class A Ordinary Shares,,Technology,Computer Software: Prepackaged Software,NYSE
IACC,ION Acquisition Corp 3 Ltd. Class A Ordinary Shares,,,,NYSE
IAG,Iamgold Corporation Ordinary Shares,Canada,,,NYSE
IBA,Industrias Bachoco S.A.B. de C.V. Common Stock,Mexico,Consumer Non-Durables,Meat/Poultry/Fish,NYSE
IBM,International Business Machines Corporation Common Stock,United States,Technology,EDP Services,NYSE
IBN,ICICI Bank Limited Common Stock,India,Finance,Commercial Banks,NYSE
IBP,Installed Building Products Inc. Common Stock,,Capital Goods,Homebuilding,NYSE
ICE,Intercontinental Exchange Inc. Common Stock,United States,Finance,Investment Bankers/Brokers/Service,NYSE
ICL,ICL Group Ltd. Ordinary Shares,Israel,Basic Industries,Agricultural Chemicals,NYSE
IDA,IDACORP Inc. Common Stock,United States,Public Utilities,Electric Utilities: Central,NYSE
IDT,IDT Corporation Class B Common Stock,United States,Public Utilities,Telecommunications Equipment,NYSE
IEX,IDEX Corporation Common Stock,United States,Capital Goods,Fluid Controls,NYSE
IFF,International Flavors & Fragrances Inc. Common Stock,United States,Basic Industries,Major Chemicals,NYSE
IFN,India Fund Inc. (The) Common Stock,United States,Finance,Finance/Investors Services,NYSE
IFS,Intercorp Financial Services Inc. Common Shares,,Finance,Commercial Banks,NYSE
IGD,Voya Global Equity Dividend and Premium Opportunity Fund,United States,Finance,Trusts Except Educational Religious and Charitable,NYSE
IGR,CBRE Global Real Estate Income Fund Common Shares of Beneficial Interest,United States,Finance,Finance Companies,NYSE
IGT,International Game Technology Ordinary Shares,United States,Consumer Services,Movies/Entertainment,NYSE
IHC,Independence Holding Company Common Stock,United States,Finance,Life Insurance,NYSE
IHG,Intercontinental Hotels Group American Depositary Shares (Each representing one Ordinary Share),United Kingdom,Consumer Services,Hotels/Resorts,NYSE
IHS,IHS Holding Limited Ordinary Shares,,,,NYSE
IIAC,Investindustrial Acquisition Corp. Class A Ordinary Shares,United Kingdom,Finance,Business Services,NYSE
IIF,Morgan Stanley India Investment Fund Inc. Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable,NYSE
IIIN,Insteel Industries Inc. Common Stock,United States,,,NYSE
IIM,Invesco Value Municipal Income Trust Common Stock,United States,Finance,Investment Managers,NYSE
IIPR,Innovative Industrial Properties Inc. Common Stock,United States,Consumer Services,Real Estate Investment Trusts,NYSE
IMAX,Imax Corporation Common Stock,Canada,,,NYSE
IMPX,AEA-Bridges Impact Corp. Class A Ordinary Shares,,Finance,Business Services,NYSE
INAQ,Insight Acquisition Corp. Class A Common Stock,,,,NYSE
INFA,Informatica Inc. Class A Common Stock,,Technology,EDP Services,NYSE
INFO,IHS Markit Ltd. Common Shares,Bermuda,Miscellaneous,Business Services,NYSE
INFY,Infosys Limited American Depositary Shares,India,Technology,EDP Services,NYSE
ING,ING Group N.V. Common Stock,Netherlands,Finance,Commercial Banks,NYSE
INGR,Ingredion Incorporated Common Stock,United States,Consumer Non-Durables,Farming/Seeds/Milling,NYSE
INN,Summit Hotel Properties Inc. Common Stock,United States,Consumer Services,Real Estate Investment Trusts,NYSE
INS,Intelligent Systems Corporation Common Stock,United States,Technology,Retail: Computer Software & Peripheral Equipment,NYSE
INSP,Inspire Medical Systems Inc. Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NYSE
INST,Instructure Holdings Inc. Common Stock,,Technology,Computer Software: Prepackaged Software,NYSE
INSW,International Seaways Inc. Common Stock ,,Technology,Semiconductors,NYSE
INT,World Fuel Services Corporation Common Stock,United States,Energy,Oil Refining/Marketing,NYSE
INVH,Invitation Homes Inc. Common Stock,United States,Consumer Services,Real Estate Investment Trusts,NYSE
IONQ,IonQ Inc. Common Stock,United States,Capital Goods,Wholesale Distributors,NYSE
IP,International Paper Company Common Stock,United States,Basic Industries,Containers/Packaging,NYSE
IPG,Interpublic Group of Companies Inc. (The) Common Stock,United States,Technology,Advertising,NYSE
IPI,Intrepid Potash Inc Common Stock,United States,Basic Industries,Major Chemicals,NYSE
IPOD,Social Capital Hedosophia Holdings Corp. IV Class A Ordinary Shares,United States,Finance,Business Services,NYSE
IPOF,Social Capital Hedosophia Holdings Corp. VI Class A Ordinary Shares,United States,Finance,Business Services,NYSE
IPVA,InterPrivate II Acquisition Corp. Class A Common Stock,,,,NYSE
IPVF,InterPrivate III Financial Partners Inc. Class A Common Stock,,,,NYSE
IQI,Invesco Quality Municipal Income Trust Common Stock,United States,Finance,Finance Companies,NYSE
IQV,IQVIA Holdings Inc. Common Stock,United States,Health Care,Managed Health Care,NYSE
IR,Ingersoll Rand Inc. Common Stock,United States,Capital Goods,Industrial Machinery/Components,NYSE
IRM,Iron Mountain Incorporated (Delaware)Common Stock REIT,United States,Consumer Services,Real Estate Investment Trusts,NYSE
IRNT,IronNet Inc. Common Stock,United States,Technology,EDP Services,NYSE
IRS,IRSA Inversiones Y Representaciones S.A. Common Stock,Argentina,Consumer Services,Homebuilding,NYSE
IRT,Independence Realty Trust Inc. Common Stock,United States,Consumer Services,Real Estate Investment Trusts,NYSE
IS,ironSource Ltd. Class A Ordinary Shares,,,,NYSE
ISD,PGIM High Yield Bond Fund Inc.,United States,Finance,Trusts Except Educational Religious and Charitable,NYSE
ISOS,Isos Acquisition Corporation Class A Ordinary Shares,,,,NYSE
IT,Gartner Inc. Common Stock,United States,Finance,Diversified Commercial Services,NYSE
ITCB,Itau CorpBanca American Depositary Shares (each representing 1500 shares of Common Stock no par value),Chile,Finance,Commercial Banks,NYSE
ITGR,Integer Holdings Corporation Common Stock,United States,Health Care,Medical/Dental Instruments,NYSE
ITT,ITT Inc. Common Stock ,United States,Capital Goods,Fluid Controls,NYSE
ITUB,Itau Unibanco Banco Holding SA American Depositary Shares (Each repstg 500 Preferred shares),Brazil,Finance,Commercial Banks,NYSE
ITW,Illinois Tool Works Inc. Common Stock,United States,Capital Goods,Industrial Machinery/Components,NYSE
IVAN,Ivanhoe Capital Acquisition Corp. Class A Ordinary Shares,,Finance,Business Services,NYSE
IVR,INVESCO MORTGAGE CAPITAL INC Common Stock,United States,Consumer Services,Real Estate Investment Trusts,NYSE
IVT,InvenTrust Properties Corp. Common Stock,,Consumer Services,Real Estate Investment Trusts,NYSE
IVZ,Invesco Ltd Common Stock,United States,Finance,Investment Managers,NYSE
IX,Orix Corp Ads Common Stock,Japan,Finance,Diversified Financial Services,NYSE
J,Jacobs Engineering Group Inc. Common Stock,United States,Capital Goods,Oilfield Services/Equipment,NYSE
JBGS,JBG SMITH Properties Common Shares ,United States,Consumer Services,Real Estate Investment Trusts,NYSE
JBI,Janus International Group Inc. Common Stock,,,,NYSE
JBL,Jabil Inc. Common Stock,United States,Technology,Electrical Products,NYSE
JBT,John Bean Technologies Corporation Common Stock,United States,Capital Goods,Diversified Manufacture,NYSE
JCI,Johnson Controls International plc Ordinary Share,Switzerland,Capital Goods,Auto Parts:O.E.M.,NYSE
JEF,Jefferies Financial Group Inc. Common Stock,United States,Finance,Finance/Investors Services,NYSE
JELD,JELD-WEN Holding Inc. Common Stock,United States,,,NYSE
JFR,Nuveen Floating Rate Income Fund Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable,NYSE
JGH,Nuveen Global High Income Fund Common Shares of Beneficial Interest,United States,Finance,Investment Managers,NYSE
JHG,Janus Henderson Group plc Ordinary Shares,,Finance,Investment Managers,NYSE
JHX,James Hardie Industries plc American Depositary Shares (Ireland),Ireland,Capital Goods,Building Materials,NYSE
JKS,JinkoSolar Holding Company Limited American Depositary Shares (each representing 4 Common Shares),China,Technology,Semiconductors,NYSE
JLL,Jones Lang LaSalle Incorporated Common Stock,United States,Finance,Real Estate,NYSE
JMIA,Jumia Technologies AG American Depositary Shares each representing two Ordinary Shares,,Consumer Services,Catalog/Specialty Distribution,NYSE
JNJ,Johnson & Johnson Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NYSE
JNPR,Juniper Networks Inc. Common Stock,United States,Technology,Computer peripheral equipment,NYSE
JOBY,Joby Aviation Inc. Common Stock,United States,Transportation,Aerospace,NYSE
JOE,St. Joe Company (The) Common Stock,United States,Consumer Services,Homebuilding,NYSE
JPC,Nuveen Preferred & Income Opportunities Fund,United States,Finance,Investment Managers,NYSE
JPI,Nuveen Preferred and Income Term Fund Common Shares of Beneficial Interest,,Finance,Finance Companies,NYSE
JPM,JP Morgan Chase & Co. Common Stock,United States,Finance,Major Banks,NYSE
JPS,Nuveen Preferred & Income Securities Fund,United States,Finance,Investment Managers,NYSE
JQC,Nuveen Credit Strategies Income Fund Shares of Beneficial Interest,United States,Finance,Finance Companies,NYSE
JRI,Nuveen Real Asset Income and Growth Fund Common Shares of Beneficial Interest,United States,Finance,Finance Companies,NYSE
JRO,Nuveen Floating Rate Income Opportuntiy Fund Shares of Beneficial Interest,United States,Finance,Investment Managers,NYSE
JRS,Nuveen Real Estate Income Fund Common Shares of Beneficial Interest,United States,Finance,Finance/Investors Services,NYSE
JWN,Nordstrom Inc. Common Stock,United States,Consumer Services,Clothing/Shoe/Accessory Stores,NYSE
JWSM,Jaws Mustang Acquisition Corp. Class A Ordinary Shares,,Finance,Business Services,NYSE
JXN,Jackson Financial Inc. Class A Common Stock ,,Finance,Finance/Investors Services,NYSE
K,Kellogg Company Common Stock,United States,Consumer Non-Durables,Packaged Foods,NYSE
KAHC,KKR Acquisition Holdings I Corp. Class A Common Stock,,,,NYSE
KAI,Kadant Inc Common Stock,United States,Technology,Industrial Machinery/Components,NYSE
KAMN,Kaman Corporation Common Stock,United States,Capital Goods,Military/Government/Technical,NYSE
KAR,KAR Auction Services Inc Common Stock,United States,,,NYSE
KB,KB Financial Group Inc,South Korea,Finance,Commercial Banks,NYSE
KBH,KB Home Common Stock,United States,,,NYSE
KBR,KBR Inc. Common Stock,United States,Capital Goods,Oilfield Services/Equipment,NYSE
KCGI,Kensington Capital Acquisition Corp. V Class A Ordinary Shares,,,,NYSE
KD,Kyndryl Holdings Inc. Common Stock,,Technology,EDP Services,NYSE
KEN,Kenon Holdings Ltd. Ordinary Shares,Singapore,Public Utilities,Electric Utilities: Central,NYSE
KEP,Korea Electric Power Corporation Common Stock,South Korea,Consumer Durables,Electrical Products,NYSE
KEX,Kirby Corporation Common Stock,United States,Transportation,Marine Transportation,NYSE
KEY,KeyCorp Common Stock,United States,Finance,Major Banks,NYSE
KEYS,Keysight Technologies Inc. Common Stock,United States,Capital Goods,Industrial Machinery/Components,NYSE
KFY,Korn Ferry Common Stock,United States,Technology,Diversified Commercial Services,NYSE
KGC,Kinross Gold Corporation Common Stock,Canada,,,NYSE
KIM,Kimco Realty Corporation Common Stock,United States,Consumer Services,Real Estate Investment Trusts,NYSE
KIND,Nextdoor Holdings Inc. Class A Common Stock,United States,,,NYSE
KIO,KKR Income Opportunities Fund Common Shares,,Finance,Investment Managers,NYSE
KKR,KKR & Co. Inc. Common Stock,United States,Finance,Investment Managers,NYSE
KL,Kirkland Lake Gold Ltd. Common Shares,,,,NYSE
KLR,Kaleyra Inc. Common Stock,United States,Technology,Internet and Information Services,NYSE
KMB,Kimberly-Clark Corporation Common Stock,United States,Basic Industries,Paper,NYSE
KMF,Kayne Anderson NextGen Energy & Infrastructure Inc.,,Finance,Investment Managers,NYSE
KMI,Kinder Morgan Inc. Common Stock,United States,Public Utilities,Natural Gas Distribution,NYSE
KMPR,Kemper Corporation,United States,Finance,Property-Casualty Insurers,NYSE
KMT,Kennametal Inc. Common Stock,United States,Capital Goods,Industrial Machinery/Components,NYSE
KMX,CarMax Inc,United States,Consumer Services,Other Specialty Stores,NYSE
KN,Knowles Corporation Common Stock,,Consumer Non-Durables,Consumer Electronics/Appliances,NYSE
KNOP,KNOT Offshore Partners LP Common Units representing Limited Partner Interests,United Kingdom,Transportation,Marine Transportation,NYSE
KNX,Knight-Swift Transportation Holdings Inc.,United States,Transportation,Trucking Freight/Courier Services,NYSE
KO,Coca-Cola Company (The) Common Stock,United States,Consumer Non-Durables,Beverages (Production/Distribution),NYSE
KODK,Eastman Kodak Company Common New,United States,Miscellaneous,Business Services,NYSE
KOF,Coca Cola Femsa S.A.B. de C.V.  American Depositary Shares each representing 10 Units (each Unit consists of 3 Series B Shares and 5 Series L Shares),Mexico,Consumer Non-Durables,Beverages (Production/Distribution),NYSE
KOP,Koppers Holdings Inc. Koppers Holdings Inc. Common Stock,United States,Basic Industries,Industrial Specialties,NYSE
KORE,KORE Group Holdings Inc. Common Stock,,,,NYSE
KOS,Kosmos Energy Ltd. Common Shares (DE),Bermuda,Energy,Oil & Gas Production,NYSE
KR,Kroger Company (The) Common Stock,United States,Consumer Services,Food Chains,NYSE
KRA,Kraton Corporation Common Stock,United States,Basic Industries,Major Chemicals,NYSE
KRC,Kilroy Realty Corporation Common Stock,United States,Consumer Services,Real Estate Investment Trusts,NYSE
KREF,KKR Real Estate Finance Trust Inc. Common Stock,United States,Consumer Services,Real Estate Investment Trusts,NYSE
KRG,Kite Realty Group Trust Common Stock,United States,Consumer Services,Real Estate Investment Trusts,NYSE
KRO,Kronos Worldwide Inc Common Stock,United States,Basic Industries,Major Chemicals,NYSE
KRP,Kimbell Royalty Partners Common Units Representing Limited Partner Interests,United States,Energy,Oil & Gas Production,NYSE
KSS,Kohl's Corporation Common Stock,United States,Consumer Services,Department/Specialty Retail Stores,NYSE
KSU,Kansas City Southern Common Stock,United States,Transportation,Railroads,NYSE
KT,KT Corporation Common Stock,South Korea,Public Utilities,Telecommunications Equipment,NYSE
KTB,Kontoor Brands Inc. Common Stock ,,,,NYSE
KTF,DWS Municipal Income Trust,United States,Finance,Finance Companies,NYSE
KW,Kennedy-Wilson Holdings Inc. Common Stock,United States,Consumer Services,Real Estate,NYSE
KWR,Quaker Houghton Common Stock,United States,Basic Industries,Automotive Aftermarket,NYSE
KYN,Kayne Anderson Energy Infrastructure Fund Inc.,United States,Finance,Finance/Investors Services,NYSE
L,Loews Corporation Common Stock,United States,Finance,Property-Casualty Insurers,NYSE
LAC,Lithium Americas Corp. Common Shares,Canada,,,NYSE
LAD,Lithia Motors Inc. Common Stock,United States,Consumer Services,Other Specialty Stores,NYSE
LADR,Ladder Capital Corp Class A Common Stock,,Consumer Services,Real Estate Investment Trusts,NYSE
LAW,CS Disco Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software,NYSE
LAZ,Lazard LTD. Lazard LTD. Class A Common Stock,Bermuda,Finance,Investment Managers,NYSE
LBRT,Liberty Oilfield Services Inc. Class A Common Stock,United States,Energy,Oilfield Services/Equipment,NYSE
LC,LendingClub Corporation Common Stock,United States,Finance,Finance Companies,NYSE
LCII,LCI Industries,United States,Capital Goods,Auto Parts:O.E.M.,NYSE
LDI,loanDepot Inc. Class A Common Stock,,Finance,Finance: Consumer Services,NYSE
LDOS,Leidos Holdings Inc. Common Stock,United States,Technology,EDP Services,NYSE
LDP,Cohen & Steers Limited Duration Preferred and Income Fund Inc.,United States,Finance,Finance Companies,NYSE
LEA,Lear Corporation Common Stock,United States,Capital Goods,Auto Parts:O.E.M.,NYSE
LEAP,Ribbit LEAP Ltd. Class A Ordinary Shares,United States,Finance,Business Services,NYSE
LEG,Leggett & Platt Incorporated Common Stock,United States,Consumer Durables,Home Furnishings,NYSE
LEN,Lennar Corporation Class A Common Stock,United States,Consumer Services,Building operators,NYSE
LEO,BNY Mellon Strategic Municipals Inc. Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable,NYSE
LEV,The Lion Electric Company Common Shares,,,,NYSE
LEVI,Levi Strauss & Co Class A Common Stock,United States,Basic Industries,Industrial Specialties,NYSE
LFC,China Life Insurance Company Limited American Depositary Shares,China,Finance,Life Insurance,NYSE
LFG,Archaea Energy Inc. Class A Common Stock,United States,,,NYSE
LGV,Longview Acquisition Corp. II Class A Common Stock,,,,NYSE
LH,Laboratory Corporation of America Holdings Common Stock,United States,Health Care,Medical Specialities,NYSE
LHC,Leo Holdings Corp. II Class A Ordinary Shares,,Finance,Business Services,NYSE
LHX,L3Harris Technologies Inc. Common Stock,United States,Capital Goods,Industrial Machinery/Components,NYSE
LICY,Li-Cycle Holdings Corp. Common Shares,,,,NYSE
LII,Lennox International Inc. Common Stock,United States,Capital Goods,Industrial Machinery/Components,NYSE
LIII,Leo Holdings III Corp. Class A Ordinary Shares,,,,NYSE
LIN,Linde plc Ordinary Share,,Basic Industries,Major Chemicals,NYSE
LL,Lumber Liquidators Holdings Inc Common Stock,United States,Consumer Services,RETAIL: Building Materials,NYSE
LLY,Eli Lilly and Company Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NYSE
LMND,Lemonade Inc. Common Stock,United States,Finance,Property-Casualty Insurers,NYSE
LMT,Lockheed Martin Corporation Common Stock,United States,Capital Goods,Aerospace,NYSE
LNC,Lincoln National Corporation Common Stock,United States,Finance,Life Insurance,NYSE
LND,Brasilagro Brazilian Agric Real Estate Co Sponsored ADR (Brazil),Brazil,,Farming/Seeds/Milling,NYSE
LNN,Lindsay Corporation Common Stock,United States,Capital Goods,Industrial Machinery/Components,NYSE
LOKM,Live Oak Mobility Acquisition Corp. Class A Common Stock,,,,NYSE
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima ADS,Argentina,Capital Goods,Building Materials,NYSE
LOW,Lowe's Companies Inc. Common Stock,United States,Consumer Services,RETAIL: Building Materials,NYSE
LPG,Dorian LPG Ltd. Common Stock,,Transportation,Marine Transportation,NYSE
LPI,Laredo Petroleum Inc. Common Stock,United States,Energy,Oil & Gas Production,NYSE
LPL,LG Display Co Ltd AMERICAN DEPOSITORY SHARES,South Korea,Capital Goods,Industrial Machinery/Components,NYSE
LPX,Louisiana-Pacific Corporation Common Stock,United States,,,NYSE
LRN,Stride Inc. Common Stock,United States,Miscellaneous,Other Consumer Services,NYSE
LSI,Life Storage Inc. Common Stock,United States,Consumer Services,Real Estate Investment Trusts,NYSE
LSPD,Lightspeed Commerce Inc. Subordinate Voting Shares,,,,NYSE
LTC,LTC Properties Inc. Common Stock,United States,Consumer Services,Real Estate Investment Trusts,NYSE
LTH,Life Time Group Holdings Inc. Common Stock,,Consumer Services,Hotels/Resorts,NYSE
LTHM,Livent Corporation Common Stock,United States,Basic Industries,Industrial Specialties,NYSE
LU,Lufax Holding Ltd American Depositary Shares two of which representing one Ordinary Share,China,Finance,Finance: Consumer Services,NYSE
LUMN,Lumen Technologies Inc. Common Stock,United States,Public Utilities,Telecommunications Equipment,NYSE
LUV,Southwest Airlines Company Common Stock,United States,Transportation,Air Freight/Delivery Services,NYSE
LVS,Las Vegas Sands Corp. Common Stock,United States,Consumer Services,Hotels/Resorts,NYSE
LW,Lamb Weston Holdings Inc. Common Stock ,,Consumer Non-Durables,Specialty Foods,NYSE
LXP,Lexington Realty Trust Common Stock,United States,Consumer Services,Real Estate Investment Trusts,NYSE
LXU,LSB Industries Inc. Common Stock,United States,Basic Industries,Industrial Specialties,NYSE
LYB,LyondellBasell Industries NV Ordinary Shares Class A (Netherlands),Netherlands,Basic Industries,Industrial Specialties,NYSE
LYG,Lloyds Banking Group Plc American Depositary Shares,United Kingdom,Finance,Commercial Banks,NYSE
LYV,Live Nation Entertainment Inc. Common Stock,United States,Consumer Services,Movies/Entertainment,NYSE
LZB,La-Z-Boy Incorporated Common Stock,United States,Consumer Durables,Home Furnishings,NYSE
M,Macy's Inc Common Stock,United States,Consumer Services,Department/Specialty Retail Stores,NYSE
MA,Mastercard Incorporated Common Stock,United States,Miscellaneous,Business Services,NYSE
MAA,Mid-America Apartment Communities Inc. Common Stock,United States,Consumer Services,Real Estate Investment Trusts,NYSE
MAC,Macerich Company (The) Common Stock,United States,Consumer Services,Real Estate Investment Trusts,NYSE
MACC,Mission Advancement Corp. Class A Common Stock,,,,NYSE
MAIN,Main Street Capital Corporation Common Stock,United States,Finance,Finance/Investors Services,NYSE
MAN,ManpowerGroup Common Stock,United States,Technology,Professional Services,NYSE
MANU,Manchester United Ltd. Class A Ordinary Shares,United Kingdom,Consumer Services,Movies/Entertainment,NYSE
MAS,Masco Corporation Common Stock,United States,Capital Goods,Building Products,NYSE
MATX,Matson Inc. Common Stock,United States,Transportation,Marine Transportation,NYSE
MAX,MediaAlpha Inc. Class A Common Stock,,Capital Goods,Industrial Machinery/Components,NYSE
