symbol,name,country,sector,industry,exchange
KROS,Keros Therapeutics Inc. Common Stock,United States,Consumer Durables,Specialty Chemicals,NDQ
KRT,Karat Packaging Inc. Common Stock,United States,Capital Goods,Office Equipment/Supplies/Services,NDQ
KRTX,Karuna Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
KRUS,Kura Sushi USA Inc. Class A Common Stock,United States,Consumer Services,Restaurants,NDQ
KRYS,Krystal Biotech Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NDQ
KTOS,Kratos Defense & Security Solutions Inc. Common Stock,United States,Consumer Non-Durables,Ordnance And Accessories,NDQ
KURA,Kura Oncology Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NDQ
KVSA,Khosla Ventures Acquisition Co. Class A Common Stock,United States,,,NDQ
KVSC,Khosla Ventures Acquisition Co. III Class A Common Stock,United States,,,NDQ
KYMR,Kymera Therapeutics Inc. Common Stock,United States,Consumer Durables,Specialty Chemicals,NDQ
KZR,Kezar Life Sciences Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
LABP,Landos Biopharma Inc. Common Stock,United States,Consumer Durables,Specialty Chemicals,NDQ
LAMR,Lamar Advertising Company Class A Common Stock,United States,Consumer Services,Real Estate Investment Trusts,NDQ
LANC,Lancaster Colony Corporation Common Stock,United States,Consumer Non-Durables,Packaged Foods,NDQ
LAND,Gladstone Land Corporation Common Stock,United States,Consumer Services,Real Estate Investment Trusts,NDQ
LANDM,Gladstone Land Corporation 5.00% Series D Cumulative Term Preferred Stock,United States,Consumer Services,Real Estate Investment Trusts,NDQ
LASR,nLIGHT Inc. Common Stock,United States,Technology,Semiconductors,NDQ
LAUR,Laureate Education Inc. Common Stock,United States,Miscellaneous,Service to the Health Industry,NDQ
LAWS,Lawson Products Inc. Common Stock,United States,Capital Goods,Industrial Machinery/Components,NDQ
LAZR,Luminar Technologies Inc.  Class A Common Stock,United States,Technology,EDP Services,NDQ
LBAI,Lakeland Bancorp Inc. Common Stock,United States,Finance,Major Banks,NDQ
LBC,Luther Burbank Corporation Common Stock,United States,Finance,Commercial Banks,NDQ
LBRDA,Liberty Broadband Corporation Class A Common Stock,United States,Consumer Services,Television Services,NDQ
LBRDK,Liberty Broadband Corporation Class C Common Stock,United States,Consumer Services,Television Services,NDQ
LBTYA,Liberty Global plc Class A Ordinary Shares,United Kingdom,Consumer Services,Television Services,NDQ
LBTYB,Liberty Global plc Class B Ordinary Shares,United Kingdom,Consumer Services,Television Services,NDQ
LBTYK,Liberty Global plc Class C Ordinary Shares,United Kingdom,Consumer Services,Television Services,NDQ
LCA,Landcadia Holdings IV Inc. Class A Common Stock,United States,,,NDQ
LCAA,L Catterton Asia Acquisition Corp Class A Ordinary Shares,Singapore,Finance,Business Services,NDQ
LCID,Lucid Group Inc. Common Stock,United States,Capital Goods,Auto Manufacturing,NDQ
LCUT,Lifetime Brands Inc. Common Stock,United States,Consumer Durables,Home Furnishings,NDQ
LE,Lands' End Inc. Common Stock,United States,Consumer Services,Clothing/Shoe/Accessory Stores,NDQ
LECO,Lincoln Electric Holdings Inc. Common Shares,United States,Capital Goods,Industrial Machinery/Components,NDQ
LEGH,Legacy Housing Corporation Common Stock (TX),United States,Basic Industries,Homebuilding,NDQ
LEGN,Legend Biotech Corporation American Depositary Shares,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
LESL,Leslie's Inc. Common Stock,United States,Consumer Services,,NDQ
LEVL,Level One Bancorp Inc. Common Stock,United States,,,NDQ
LFST,LifeStance Health Group Inc. Common Stock,United States,Health Care,Hospital/Nursing Management,NDQ
LFUS,Littelfuse Inc. Common Stock,United States,Technology,Electronic Components,NDQ
LGAC,Lazard Growth Acquisition Corp. I Ordinary Shares,,Finance,Business Services,NDQ
LGIH,LGI Homes Inc. Common Stock,United States,Capital Goods,Homebuilding,NDQ
LGND,Ligand Pharmaceuticals Incorporated Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
LGO,Largo Inc. Common Shares,Canada,,,NDQ
LHCG,LHC Group Common Stock,United States,Health Care,Medical/Nursing Services,NDQ
LI,Li Auto Inc. American Depositary Shares,China,Capital Goods,Auto Manufacturing,NDQ
LIAN,LianBio American Depositary Shares,United States,,,NDQ
LIDR,AEye Inc. Class A Common Stock,United States,Capital Goods,Auto Parts:O.E.M.,NDQ
LILA,Liberty Latin America Ltd. Class A Common Stock,United States,Consumer Services,Television Services,NDQ
LILAK,Liberty Latin America Ltd. Class C Common Stock,United States,Consumer Services,Television Services,NDQ
LILM,Lilium N.V. Class A Ordinary Shares,Germany,,,NDQ
LIND,Lindblad Expeditions Holdings Inc. Common Stock,United States,,,NDQ
LITE,Lumentum Holdings Inc. Common Stock,United States,Technology,Computer peripheral equipment,NDQ
LITT,Logistics Innovation Technologies Corp. Class A Common Stock,United States,,,NDQ
LIVN,LivaNova PLC Ordinary Shares,United Kingdom,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NDQ
LKCO,Luokung Technology Corp Ordinary Shares,China,Technology,EDP Services,NDQ
LKFN,Lakeland Financial Corporation Common Stock,United States,Finance,Major Banks,NDQ
LKQ,LKQ Corporation Common Stock,United States,Capital Goods,Automotive Aftermarket,NDQ
LLNW,Limelight Networks Inc. Common Stock,United States,,,NDQ
LMACA,Liberty Media Acquisition Corporation Series A Common Stock,United States,,,NDQ
LMAT,LeMaitre Vascular Inc. Common Stock,United States,Health Care,Medical/Dental Instruments,NDQ
LMDX,LumiraDx Limited Common Shares,Cayman Islands,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NDQ
LMRK,Landmark Infrastructure Partners LP Common Units,United States,Consumer Services,Real Estate,NDQ
LNT,Alliant Energy Corporation Common Stock,United States,Public Utilities,Power Generation,NDQ
LNTH,Lantheus Holdings Inc. Common Stock,United States,Health Care,Medical Specialities,NDQ
LOB,Live Oak Bancshares Inc. Common Stock,United States,Finance,Commercial Banks,NDQ
LOCO,El Pollo Loco Holdings Inc. Common Stock,United States,Consumer Services,Restaurants,NDQ
LOGI,Logitech International S.A. Ordinary Shares,United States,Technology,Computer peripheral equipment,NDQ
LOOP,Loop Industries Inc. Common Stock,Canada,,,NDQ
LOPE,Grand Canyon Education Inc. Common Stock,United States,Miscellaneous,Service to the Health Industry,NDQ
LORL,Loral Space and Communications Inc. Common Stock,United States,Public Utilities,Telecommunications Equipment,NDQ
LOTZ,CarLotz Inc. Class A Common Stock,United States,Consumer Services,Other Specialty Stores,NDQ
LOVE,The Lovesac Company Common Stock,United States,,,NDQ
LPLA,LPL Financial Holdings Inc. Common Stock,United States,Finance,Investment Bankers/Brokers/Service,NDQ
LPRO,Open Lending Corporation Class A Common Stock,United States,Finance,Finance: Consumer Services,NDQ
LPSN,LivePerson Inc. Common Stock,United States,Technology,EDP Services,NDQ
LQDT,Liquidity Services Inc. Common Stock,United States,Consumer Services,Catalog/Specialty Distribution,NDQ
LRCX,Lam Research Corporation Common Stock,United States,Technology,Industrial Machinery/Components,NDQ
LSCC,Lattice Semiconductor Corporation Common Stock,United States,Technology,Semiconductors,NDQ
LSEA,Landsea Homes Corporation Common Stock,United States,,,NDQ
LSTR,Landstar System Inc. Common Stock,United States,Transportation,Trucking Freight/Courier Services,NDQ
LSXMA,Liberty Media Corporation Series A Liberty SiriusXM Common Stock,United States,Consumer Services,Broadcasting,NDQ
LSXMB,Liberty Media Corporation Series B Liberty SiriusXM Common Stock,United States,Consumer Services,Broadcasting,NDQ
LSXMK,Liberty Media Corporation Series C Liberty SiriusXM Common Stock,United States,Consumer Services,Broadcasting,NDQ
LTCH,Latch Inc. Common Stock,United States,Technology,EDP Services,NDQ
LTRPB,Liberty TripAdvisor Holdings Inc. Series B Common Stock,United States,,,NDQ
LTRY,Lottery.com Inc. Common Stock,United States,Consumer Services,Services-Misc. Amusement & Recreation,NDQ
LUCD,Lucid Diagnostics Inc. Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NDQ
LULU,lululemon athletica inc. Common Stock,Canada,,,NDQ
LUNG,Pulmonx Corporation Common Stock,United States,Health Care,Industrial Specialties,NDQ
LUXA,Lux Health Tech Acquisition Corp. Class A Common Stock,United States,,,NDQ
LVLU,Lulu's Fashion Lounge Holdings Inc. Common Stock,United States,Consumer Non-Durables,Apparel,NDQ
LVOX,LiveVox Holding Inc. Class A Common Stock,United States,Technology,EDP Services,NDQ
LVRA,Levere Holdings Corp. Class A Ordinary Shares,Cayman Islands,Finance,Business Services,NDQ
LWLG,Lightwave Logic Inc. Common Stock,United States,Consumer Non-Durables,Plastic Products,NDQ
LX,LexinFintech Holdings Ltd. American Depositary Shares,China,Finance,Finance: Consumer Services,NDQ
LXRX,Lexicon Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NDQ
LYEL,Lyell Immunopharma Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
LYFT,Lyft Inc. Class A Common Stock,United States,Technology,EDP Services,NDQ
LYLT,Loyalty Ventures Inc. Common Stock,United States,Technology,EDP Services,NDQ
LZ,LegalZoom.com Inc. Common Stock,United States,Technology,EDP Services,NDQ
MACQ,MCAP Acquisition Corporation Class A Common Stock,United States,Technology,Computer Software: Programming Data Processing,NDQ
MANH,Manhattan Associates Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software,NDQ
MANT,ManTech International Corporation Common Stock $0.01 Par Value,United States,Technology,EDP Services,NDQ
MAPS,WM Technology Inc. Class A Common Stock ,United States,Technology,Computer Software: Prepackaged Software,NDQ
MAR,Marriott International Class A Common Stock,United States,Consumer Services,Hotels/Resorts,NDQ
MARA,Marathon Digital Holdings Inc. Common Stock,United States,Finance,Investment Managers,NDQ
MASI,Masimo Corporation Common Stock,United States,Health Care,Medical/Dental Instruments,NDQ
MASS,908 Devices Inc. Common Stock,United States,Health Care,Medical/Dental Instruments,NDQ
MAT,Mattel Inc. Common Stock,United States,Consumer Non-Durables,Recreational Products/Toys,NDQ
MATW,Matthews International Corporation Class A Common Stock,United States,,,NDQ
MAXN,Maxeon Solar Technologies Ltd. Ordinary Shares,Singapore,Finance,Investment Managers,NDQ
MBIN,Merchants Bancorp Common Stock,United States,Finance,Major Banks,NDQ
MBUU,Malibu Boats Inc. Class A Common Stock,United States,Consumer Non-Durables,Recreational Products/Toys,NDQ
MBWM,Mercantile Bank Corporation Common Stock,United States,Finance,Major Banks,NDQ
MCBS,MetroCity Bankshares Inc. Common Stock,United States,Finance,Major Banks,NDQ
MCFE,McAfee Corp. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software,NDQ
MCFT,MasterCraft Boat Holdings Inc. Common Stock,United States,Consumer Non-Durables,Recreational Products/Toys,NDQ
MCHP,Microchip Technology Incorporated Common Stock,United States,Technology,Semiconductors,NDQ
MCRB,Seres Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
MCRI,Monarch Casino & Resort Inc. Common Stock,United States,Consumer Services,Movies/Entertainment,NDQ
MDB,MongoDB Inc. Class A Common Stock,United States,Technology,Retail: Computer Software & Peripheral Equipment,NDQ
MDGL,Madrigal Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
MDLZ,Mondelez International Inc. Class A Common Stock,United States,Consumer Non-Durables,Meat/Poultry/Fish,NDQ
MDRX,Allscripts Healthcare Solutions Inc. Common Stock,United States,Technology,EDP Services,NDQ
MDXG,MiMedx Group Inc Common Stock,United States,Health Care,Medical/Dental Instruments,NDQ
MDXH,MDxHealth SA American Depositary Shares,Belgium,,,NDQ
ME,23andMe Holding Co. Class A Common Stock,United States,Health Care,Precision Instruments,NDQ
MEDP,Medpace Holdings Inc. Common Stock,United States,Health Care,Biotechnology: Commercial Physical & Biological Resarch,NDQ
MEIP,MEI Pharma Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
MEKA,MELI Kaszek Pioneer Corp Class A Ordinary Shares,United States,,,NDQ
MELI,MercadoLibre Inc. Common Stock,Argentina,Consumer Services,Catalog/Specialty Distribution,NDQ
MEOH,Methanex Corporation Common Stock,Canada,,,NDQ
MERC,Mercer International Inc. Common Stock,Canada,Basic Industries,Paper,NDQ
MESO,Mesoblast Limited American Depositary Shares,Australia,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NDQ
METC,Ramaco Resources Inc. Common Stock,United States,Energy,Coal Mining,NDQ
MF,Missfresh Limited American Depositary Shares,China,,,NDQ
MGEE,MGE Energy Inc,United States,,,NDQ
MGI,Moneygram International Inc. Common Stock,United States,Miscellaneous,Business Services,NDQ
MGIC,Magic Software Enterprises Ltd. Ordinary Shares,Israel,Technology,Computer Software: Prepackaged Software,NDQ
MGLN,Magellan Health Inc. Common Stock,United States,Health Care,Hospital/Nursing Management,NDQ
MGNI,Magnite Inc. Common Stock,United States,Technology,Advertising,NDQ
MGNX,MacroGenics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
MGPI,MGP Ingredients Inc.,United States,Consumer Non-Durables,Beverages (Production/Distribution),NDQ
MGRC,McGrath RentCorp Common Stock,United States,Technology,Diversified Commercial Services,NDQ
MGTA,Magenta Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
MGTX,MeiraGTx Holdings plc Ordinary Shares,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NDQ
MIDD,Middleby Corporation (The) Common Stock,United States,Capital Goods,Diversified Manufacture,NDQ
MIGI,Mawson Infrastructure Group Inc. Common Stock,Australia,Technology,EDP Services,NDQ
MILE,Metromile Inc. Common Stock,United States,Finance,Property-Casualty Insurers,NDQ
MIME,Mimecast Limited Ordinary Shares,United Kingdom,Technology,EDP Services,NDQ
MIRM,Mirum Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
MITK,Mitek Systems Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software,NDQ
MKSI,MKS Instruments Inc. Common Stock,United States,Capital Goods,Industrial Machinery/Components,NDQ
MKTW,MarketWise Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software,NDQ
MKTX,MarketAxess Holdings Inc. Common Stock,United States,Finance,Investment Bankers/Brokers/Service,NDQ
MLAB,Mesa Laboratories Inc. Common Stock,United States,Capital Goods,Industrial Machinery/Components,NDQ
MLCO,Melco Resorts & Entertainment Limited American Depositary Shares,Hong Kong,Consumer Services,Hotels/Resorts,NDQ
MLKN,MillerKnoll Inc. Common Stock,United States,Capital Goods,Wholesale Distributors,NDQ
MMAT,Meta Materials Inc. Common Stock,United States,Technology,Semiconductors,NDQ
MMSI,Merit Medical Systems Inc. Common Stock,United States,Health Care,Medical/Dental Instruments,NDQ
MMYT,MakeMyTrip Limited Ordinary Shares,India,Technology,Internet and Information Services,NDQ
MNDT,Mandiant Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software,NDQ
MNDY,monday.com Ltd. Ordinary Shares,Israel,,,NDQ
MNKD,MannKind Corporation Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
MNMD,Mind Medicine (MindMed) Inc. Subordinate Voting Shares,Canada,,,NDQ
MNRO,Monro Inc. Common Stock,United States,,,NDQ
MNST,Monster Beverage Corporation,United States,Consumer Non-Durables,Beverages (Production/Distribution),NDQ
MNTK,Montauk Renewables Inc. Common Stock,United States,,,NDQ
MNTS,Momentus Inc. Class A Common Stock,United States,,,NDQ
MNTV,Momentive Global Inc. Common Stock,United States,Technology,EDP Services,NDQ
MODV,ModivCare Inc. Common Stock,United States,,,NDQ
MOFG,MidWestOne Financial Gp Common Stock,United States,Finance,Major Banks,NDQ
MOGO,Mogo Inc. Common Shares,Canada,,,NDQ
MOLN,Molecular Partners AG American Depositary Shares,Switzerland,,,NDQ
MOMO,Hello Group Inc. American Depositary Shares,China,Technology,Computer Software: Prepackaged Software,NDQ
MON,Monument Circle Acquisition Corp. Class A Common Stock,United States,,,NDQ
MOR,MorphoSys AG American Depositary Shares,Germany,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
MORF,Morphic Holding Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
MORN,Morningstar Inc. Common Stock,United States,Technology,Advertising,NDQ
MPAA,Motorcar Parts  of America Inc. Common Stock,United States,Capital Goods,Auto Parts:O.E.M.,NDQ
MPB,Mid Penn Bancorp Common Stock,United States,Finance,Major Banks,NDQ
MPWR,Monolithic Power Systems Inc. Common Stock,United States,Technology,Semiconductors,NDQ
MQ,Marqeta Inc. Class A Common Stock,United States,Technology,EDP Services,NDQ
MRCY,Mercury Systems Inc Common Stock,United States,,,NDQ
MRNA,Moderna Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NDQ
MRNS,Marinus Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
MRSN,Mersana Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
MRTN,Marten Transport Ltd. Common Stock,United States,Transportation,Trucking Freight/Courier Services,NDQ
MRTX,Mirati Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
MRUS,Merus N.V. Common Shares,Netherlands,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
MRVI,Maravai LifeSciences Holdings Inc. Class A Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
MRVL,Marvell Technology Inc. Common Stock,Bermuda,Technology,Semiconductors,NDQ
MSBI,Midland States Bancorp Inc. Common Stock,United States,Finance,Major Banks,NDQ
MSDA,MSD Acquisition Corp. Class A Ordinary Shares,United States,Finance,Business Services,NDQ
MSEX,Middlesex Water Company Common Stock,United States,Public Utilities,Water Supply,NDQ
MSFT,Microsoft Corporation Common Stock,United States,Technology,Computer Software: Prepackaged Software,NDQ
MSTR,MicroStrategy Incorporated Common Stock Class A,United States,Technology,Computer Software: Prepackaged Software,NDQ
MTAC,MedTech Acquisition Corporation Class A Common Stock,United States,,,NDQ
MTCH,Match Group Inc. Common Stock,United States,,,NDQ
MTLS,Materialise NV American Depositary Shares,Belgium,Technology,Computer Software: Prepackaged Software,NDQ
MTSI,MACOM Technology Solutions Holdings Inc. Common Stock,United States,Technology,Semiconductors,NDQ
MTTR,Matterport Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software,NDQ
MU,Micron Technology Inc. Common Stock,United States,Technology,Semiconductors,NDQ
MUDS,Mudrick Capital Acquisition Corporation II Class A Common Stock,United States,,,NDQ
MVBF,MVB Financial Corp. Common Stock,United States,Finance,Savings Institutions,NDQ
MVIS,MicroVision Inc. Common Stock,United States,Capital Goods,Industrial Machinery/Components,NDQ
MVST,Microvast Holdings Inc. Common Stock,United States,Capital Goods,Industrial Machinery/Components,NDQ
MXCT,MaxCyte Inc. Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NDQ
MYGN,Myriad Genetics Inc. Common Stock,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NDQ
MYPS,PLAYSTUDIOS Inc.  Class A Common Stock,United States,Technology,EDP Services,NDQ
MYRG,MYR Group Inc. Common Stock,United States,Basic Industries,Water Supply,NDQ
NAAC,North Atlantic Acquisition Corporation Class A Ordinary Share,Malta,Finance,Business Services,NDQ
NAKD,Naked Brand Group Limited Ordinary Shares,New Zealand,Basic Industries,Industrial Specialties,NDQ
NARI,Inari Medical Inc. Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NDQ
NATI,National Instruments Corporation Common Stock,United States,Technology,Computer Software: Prepackaged Software,NDQ
NATR,Nature's Sunshine Products Inc. Common Stock,United States,Consumer Non-Durables,Farming/Seeds/Milling,NDQ
NAUT,Nautilus Biotechnolgy Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
NAVI,Navient Corporation Common Stock,United States,Finance,Finance: Consumer Services,NDQ
NBIX,Neurocrine Biosciences Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NDQ
NBTB,NBT Bancorp Inc. Common Stock,United States,Finance,Major Banks,NDQ
NBTX,Nanobiotix S.A. American Depositary Shares,France,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
NCBS,Nicolet Bankshares Inc. Common Stock,United States,Finance,Major Banks,NDQ
NCNO,nCino Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software,NDQ
NDAC,NightDragon Acquisition Corp. Class A Common stock,United States,,,NDQ
NDAQ,Nasdaq Inc. Common Stock,United States,Finance,Investment Bankers/Brokers/Service,NDQ
NDLS,Noodles & Company Class A Common Stock,United States,Consumer Services,Restaurants,NDQ
NDSN,Nordson Corporation Common Stock,United States,Capital Goods,Industrial Machinery/Components,NDQ
NEO,NeoGenomics Inc. Common Stock,United States,Health Care,Precision Instruments,NDQ
NEOG,Neogen Corporation Common Stock,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NDQ
NESR,National Energy Services Reunited Corp. Ordinary Shares,United States,Energy,Oilfield Services/Equipment,NDQ
NEWT,Newtek Business Services Corp. Common Stock (Maryland),United States,Finance,Finance/Investors Services,NDQ
NEXT,NextDecade Corporation Common Stock,United States,Energy,Oil & Gas Production,NDQ
NFBK,Northfield Bancorp Inc. Common Stock (Delaware),United States,Finance,Major Banks,NDQ
NFE,New Fortress Energy Inc. Class A Common Stock,United States,Public Utilities,Oil/Gas Transmission,NDQ
NFLX,Netflix Inc. Common Stock,United States,Consumer Services,Movies/Entertainment,NDQ
NGCA,NextGen Acquisition Corp. II Class A Ordinary Shares,United States,Finance,Business Services,NDQ
NGM,NGM Biopharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NDQ
NGMS,NeoGames S.A. Ordinary Shares,Israel,Consumer Services,Services-Misc. Amusement & Recreation,NDQ
NICE,NICE Ltd American Depositary Shares,Israel,Technology,Computer Software: Prepackaged Software,NDQ
NIU,Niu Technologies American Depositary Shares,China,Capital Goods,Auto Manufacturing,NDQ
NKLA,Nikola Corporation Common Stock,United States,Capital Goods,Construction/Ag Equipment/Trucks,NDQ
NKTR,Nektar Therapeutics  Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
NKTX,Nkarta Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
NLOK,NortonLifeLock Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software,NDQ
NMFC,New Mountain Finance Corporation Common Stock,United States,Finance,Finance/Investors Services,NDQ
NMIH,NMI Holdings Inc. Class A Common Stock,United States,Finance,Property-Casualty Insurers,NDQ
NMRK,Newmark Group Inc. Class A Common Stock,United States,Finance,Real Estate,NDQ
NN,NextNav Inc. Common Stock,United States,Capital Goods,Industrial Machinery/Components,NDQ
NNDM,Nano Dimension Ltd. American Depositary Shares,Israel,Technology,Electrical Products,NDQ
NNOX,NANO-X IMAGING LTD Ordinary Shares,Israel,Health Care,Medical Electronics,NDQ
NODK,NI Holdings Inc. Common Stock,United States,Finance,Property-Casualty Insurers,NDQ
NOTV,Inotiv Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
NOVT,Novanta Inc. Common Stock,United States,,,NDQ
NRC,National Research Corporation Common Stock (Delaware),United States,Health Care,Managed Health Care,NDQ
NRDS,NerdWallet Inc. Class A Common Stock,United States,Technology,Advertising,NDQ
NRIX,Nurix Therapeutics Inc. Common stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
NRXP,NRX Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
NSIT,Insight Enterprises Inc. Common Stock,United States,Technology,EDP Services,NDQ
NSSC,NAPCO Security Technologies Inc. Common Stock,United States,Miscellaneous,Diversified Manufacture,NDQ
NSTG,NanoString Technologies Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NDQ
NTAP,NetApp Inc. Common Stock,United States,Technology,Electronic Components,NDQ
NTCT,NetScout Systems Inc. Common Stock,United States,Technology,EDP Services,NDQ
NTES,NetEase Inc. American Depositary Shares,China,Miscellaneous,Business Services,NDQ
NTGR,NETGEAR Inc. Common Stock,United States,Public Utilities,Telecommunications Equipment,NDQ
NTLA,Intellia Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NDQ
NTNX,Nutanix Inc. Class A Common Stock,United States,Technology,EDP Services,NDQ
NTRA,Natera Inc. Common Stock,United States,Health Care,Medical Specialities,NDQ
NTRS,Northern Trust Corporation Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable,NDQ
NTUS,Natus Medical Incorporated Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NDQ
NUAN,Nuance Communications Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software,NDQ
NUVA,NuVasive Inc. Common Stock,United States,Health Care,Medical/Dental Instruments,NDQ
NUVL,Nuvalent Inc. Class A Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
NVAX,Novavax Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NDQ
NVCR,NovoCure Limited Ordinary Shares,Jersey,Health Care,Medical/Dental Instruments,NDQ
NVDA,NVIDIA Corporation Common Stock,United States,Technology,Semiconductors,NDQ
NVEC,NVE Corporation Common Stock,United States,Technology,Semiconductors,NDQ
NVEE,NV5 Global Inc. Common Stock,United States,Consumer Services,Military/Government/Technical,NDQ
NVEI,Nuvei Corporation Subordinate Voting Shares,Canada,,,NDQ
NVMI,Nova Ltd. Ordinary Shares,Israel,Capital Goods,Electronic Components,NDQ
NVSA,New Vista Acquisition Corp Class A Ordinary Shares,United States,Finance,Business Services,NDQ
NVTS,Navitas Semiconductor Corporation Common Stock,United States,Technology,Semiconductors,NDQ
NWBI,Northwest Bancshares Inc. Common Stock,United States,Finance,Major Banks,NDQ
NWE,NorthWestern Corporation Common Stock,United States,Public Utilities,Power Generation,NDQ
NWL,Newell Brands Inc. Common Stock,United States,Consumer Non-Durables,Plastic Products,NDQ
NWLI,National Western Life Group Inc. Class A Common Stock,United States,Finance,Life Insurance,NDQ
NWS,News Corporation Class B Common Stock,United States,Consumer Services,Broadcasting,NDQ
NWSA,News Corporation Class A Common Stock,United States,Consumer Services,Broadcasting,NDQ
NXGN,NextGen Healthcare Inc. Common Stock,United States,Health Care,Managed Health Care,NDQ
NXPI,NXP Semiconductors N.V. Common Stock,Netherlands,Technology,Semiconductors,NDQ
NXST,Nexstar Media Group Inc. Class A Common Stock,United States,Consumer Services,Broadcasting,NDQ
NYMT,New York Mortgage Trust Inc. Common Stock,United States,Consumer Services,Real Estate Investment Trusts,NDQ
NYXH,Nyxoah SA Ordinary Shares,Belgium,,,NDQ
OAS,Oasis Petroleum Inc. Common Stock,United States,Energy,Oil & Gas Production,NDQ
OB,Outbrain Inc. Common Stock,United States,Capital Goods,Industrial Machinery/Components,NDQ
OBNK,Origin Bancorp Inc. Common Stock,United States,Finance,Commercial Banks,NDQ
OCDX,Ortho Clinical Diagnostics Holdings plc Ordinary Shares,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NDQ
OCFC,OceanFirst Financial Corp. Common Stock,United States,Finance,Savings Institutions,NDQ
